"TOA5","LP_Weather_Station_200","CR200X","25433","CR200X.Std.04","LancerParkWeatherStation.CR2","43280","Table1"
"TIMESTAMP","RECORD","BattV_Avg","BattV","BP_mmHg_Avg","BP_mmHg_Std","BP_mmHg","Rain_mm_Tot","AirTC_Avg","AirTC_Std","AirTC","RH","RH_Min","RH_TMn","RH_Max","RH_TMx"
"TS","RN","Volts","Volts","mmHg","mmHg","mmHg","mm","Deg C","Deg C","Deg C","%","%","%","%","%"
"","","Avg","Smp","Avg","Std","Smp","Tot","Avg","Std","Smp","Smp","Min","TMn","Max","TMx"
"2018-08-27 16:30:00",75809,12.90304,12.88706,755.3867,0.08060285,755.4064,0,34.7797,0.1344272,34.882,52.296,50.611,"2018-08-27 16:19:00",58.798,"2018-08-27 16:25:30"
"2018-08-27 16:45:00",75810,12.88967,12.90134,755.3727,0.0657823,755.3926,0,35.14663,0.3408883,35.154,49.487,48.779,"2018-08-27 16:44:00",58.029,"2018-08-27 16:34:00"
"2018-08-27 17:00:00",75811,12.89093,12.90553,755.3292,0.0631339,755.3698,0,35.26036,0.355951,34.355,51.379,48.267,"2018-08-27 16:56:30",54.421,"2018-08-27 16:48:00"
"2018-08-27 17:15:00",75812,12.91208,12.90973,755.2241,0.06617257,755.198,0,34.42867,0.2445519,35.195,52.826,51.078,"2018-08-27 17:04:00",56.128,"2018-08-27 17:03:30"
"2018-08-27 17:30:00",75813,12.90436,12.88539,755.2092,0.078141,755.2438,0,34.92249,0.2020226,35.195,52.858,50.539,"2018-08-27 17:29:30",57.769,"2018-08-27 17:20:00"
"2018-08-27 17:45:00",75814,12.8893,12.8921,755.2927,0.06344441,755.3331,0,34.10317,0.3576318,34.095,54.941,50.95,"2018-08-27 17:43:00",59.666,"2018-08-27 17:37:30"
"2018-08-27 18:00:00",75815,12.88866,12.88623,755.2693,0.08320524,755.3262,0,33.81023,0.1490154,33.794,54.189,49.712,"2018-08-27 17:58:30",56.318,"2018-08-27 17:46:00"
"2018-08-27 18:15:00",75816,12.89017,12.89378,755.1826,0.05359373,755.1339,0,33.77904,0.06130133,33.718,51.166,49.722,"2018-08-27 18:07:30",55.394,"2018-08-27 18:03:00"
"2018-08-27 18:30:00",75817,12.80771,12.76283,755.0822,0.06225247,755.0056,0,33.06306,0.2657002,32.789,58.142,51.415,"2018-08-27 18:17:30",58.142,"2018-08-27 18:30:00"
"2018-08-27 18:45:00",75818,12.71811,12.70491,755.1112,0.02978392,755.1088,0,32.48211,0.1416377,32.468,57.205,53.585,"2018-08-27 18:32:00",58.535,"2018-08-27 18:37:00"
"2018-08-27 19:00:00",75819,12.68541,12.66545,755.2607,0.07162588,755.3719,0,32.38663,0.212987,32.168,60.671,57.728,"2018-08-27 18:45:30",68.738,"2018-08-27 18:58:00"
