"TOA5","CR200Series_LP_Weather","CR200X","No_SN","CR200X.Std.03","LancerParkWeatherStation.CR2","42693","Table1"
"TIMESTAMP","RECORD","BattV_Avg","BattV","BP_mmHg_Avg","BP_mmHg_Std","BP_mmHg","Rain_mm_Tot","AirTC_Avg","AirTC_Std","AirTC","RH","RH_Min","RH_TMn","RH_Max","RH_TMx"
"TS","RN","Volts","Volts","mmHg","mmHg","mmHg","mm","Deg C","Deg C","Deg C","%","%","%","%","%"
"","","Avg","Smp","Avg","Std","Smp","Tot","Avg","Std","Smp","Smp","Min","TMn","Max","TMx"
"2019-12-27 22:10:00",148652,13.1449,13.15065,645.0886,1.207773,645.4684,0,6.5524,0.1455515,6.29,99.998,99.998,"2019-12-27 22:00:30",99.998,"2019-12-27 22:00:30"
"2019-12-27 22:20:00",148653,13.14775,13.15653,644.8789,1.442407,645.4868,0,6.2536,0.1040949,6.028,99.998,99.998,"2019-12-27 22:10:30",99.998,"2019-12-27 22:10:30"
"2019-12-27 22:30:00",148654,13.13713,13.15904,644.0742,1.929844,645.5096,0,5.811301,0.1307785,5.744,99.998,99.998,"2019-12-27 22:20:30",99.998,"2019-12-27 22:20:30"
"2019-12-27 22:40:00",148655,13.13386,13.14981,644.4073,1.260007,643.3117,0,5.7157,0.04507001,5.764,99.998,99.998,"2019-12-27 22:30:30",99.998,"2019-12-27 22:30:30"
"2019-12-27 22:50:00",148656,13.13298,13.15317,643.6364,1.178723,643.2888,0,5.93155,0.05810716,5.866,99.998,99.998,"2019-12-27 22:40:30",99.998,"2019-12-27 22:40:30"
"2019-12-27 23:00:00",148657,13.13336,13.13302,643.6337,1.157054,643.2614,0,5.55605,0.1490432,5.734,99.998,99.998,"2019-12-27 22:50:30",99.998,"2019-12-27 22:50:30"
"2019-12-27 23:10:00",148658,13.13105,13.10112,644.0455,1.594277,643.3117,0,5.9185,0.1251257,5.684,99.998,99.998,"2019-12-27 23:00:30",99.998,"2019-12-27 23:00:30"
"2019-12-27 23:20:00",148659,13.12265,13.11623,643.915,1.160018,643.2911,0,5.60345,0.05682911,5.421,99.998,99.998,"2019-12-27 23:10:30",99.998,"2019-12-27 23:10:30"
"2019-12-27 23:30:00",148660,13.11212,13.1028,644.2227,1.239177,643.2888,0,5.37855,0.1251585,5.572,99.998,99.998,"2019-12-27 23:20:30",99.998,"2019-12-27 23:20:30"
"2019-12-27 23:40:00",148661,13.11716,13.10448,644.2219,1.206198,645.2509,0,5.593,0.07214504,5.694,99.998,99.998,"2019-12-27 23:30:30",99.998,"2019-12-27 23:30:30"
"2019-12-27 23:50:00",148662,13.11644,13.13134,645.4999,1.584332,643.3071,0,5.7919,0.09186619,5.866,99.998,99.998,"2019-12-27 23:40:30",99.998,"2019-12-27 23:40:30"
