DATE,TIMESTAMP,RECORD.x,BattV_Avg,BattV,BP_mmHg_Avg,BP_mmHg_Std,BP_mmHg,Rain_mm_Tot,AirTC_Avg,AirTC_Std,AirTC,RH,RH_Min,RH_TMn,RH_Max,RH_TMx,RECORD.y,BattV_Min,SlrkW_Avg,SlrkW_Std,SlrkW,SlrMJ_Tot,WS_ms_Avg,WS_ms_Std,WS_ms,WindDir,WS_ms_S_WVT,WindDir_D1_WVT,WindDir_SD1_WVT
2019-11-11,2019-11-11 16:00:00,141991,13.57612,13.58044,645.1277,0.7013267,645.2029,0,18.421,0.1273175,18.253,53.453,51.703,2019-11-11 15:52:00,53.453,2019-11-11 16:00:00,94658,13.5477,0.0824329,0.007680615,0.06997868,0.0741896,0.2007911,0.3009867,0,193.7655,0.2007911,189.9047,2.601995
2019-11-11,2019-11-11 16:30:00,141994,13.60672,13.6115,644.09,1.665969,642.9225,0,16.2149,0.1443647,16.464,62.75,62.72,2019-11-11 16:29:30,65.66,2019-11-11 16:20:30,94660,13.57205,0.06377956,0.006756624,0.06662092,0.05740159,0.1807556,0.2302917,0,192.3091,0.1807556,191.6053,3.288229
2019-11-11,2019-11-11 17:00:00,141997,13.39791,13.36471,645.4607,1.02315,645.6562,0,14.45035,0.3509027,13.738,70.34,65.9,2019-11-11 16:50:30,70.34,2019-11-11 17:00:00,94662,13.36471,0.007872919,0.004472858,0.00289988,0.007085627,0.1113933,0.1674016,0.3332,193.8891,0.1113933,191.9586,1.96331
2019-11-11,2019-11-11 17:30:00,142000,13.2497,13.23291,646.7603,0.8742933,647.0276,0,14.3483,0.1301819,14.232,66.041,64.146,2019-11-11 17:20:30,66.523,2019-11-11 17:28:00,94664,13.23207,0,0,0,0,0.5081844,0.4036007,0.6337333,188.1306,0.5081844,191.1196,2.166232
2019-11-11,2019-11-11 18:00:00,142003,13.17843,13.17163,648.7867,1.40287,651.1466,0,15.11195,0.1467623,15.268,61.806,61.779,2019-11-11 17:56:30,63.685,2019-11-11 17:50:30,94666,13.16324,5.596256e-05,0.0001772614,0.0003052502,5.036631e-05,0.9494022,0.4893022,1.218467,186.4076,0.9494022,191.271,2.572912
2019-11-11,2019-11-11 18:30:00,142006,13.13109,13.12882,647.4686,0.7281006,647.0688,0,15.78725,0.05411746,15.761,57.902,57.789,2019-11-11 18:29:30,58.941,2019-11-11 18:20:30,94668,13.11791,0.0001119252,0.0002498065,0,0.0001007327,1.84632,0.4981286,1.878333,186.9364,1.84632,190.5048,3.15974
2019-11-11,2019-11-11 19:00:00,142009,13.09546,13.09608,645.9009,1.179413,644.9487,0,15.61965,0.03215932,15.62,57.852,57.523,2019-11-11 18:56:00,58,2019-11-11 18:53:00,94670,13.08433,7.631264e-05,0.0002112998,0,6.868139e-05,1.893142,0.7418066,1.064933,195.8916,1.893142,188.8128,4.197911
2019-11-11,2019-11-11 19:30:00,142012,13.06629,13.05999,646.2552,1.25601,644.9625,0,15.3162,0.08492751,15.378,58.476,58.015,2019-11-11 19:20:30,58.993,2019-11-11 19:24:30,94672,13.05831,7.631267e-06,4.109563e-05,0,6.868141e-06,1.894231,0.7014906,2.691733,187.5173,1.894231,188.7131,3.319112
2019-11-11,2019-11-11 20:00:00,142015,13.04404,13.04236,646.04,1.611288,645.3768,0,15.01155,0.04664055,14.946,59.308,59.056,2019-11-11 19:50:30,59.519,2019-11-11 19:56:30,94674,13.03565,0,0,0,0,1.799171,0.5828779,2.4794,186.6417,1.799171,188.8896,3.552634
2019-11-11,2019-11-11 20:30:00,142018,13.02268,13.0113,646.4965,0.8134043,647.0483,0,14.68425,0.087872,14.654,59.857,59.345,2019-11-11 20:21:30,60.238,2019-11-11 20:27:00,94676,13.0113,9.157515e-05,0.0002107482,0,8.241765e-05,2.012376,0.615218,2.2638,188.913,2.012376,188.771,3.085708
