"TOA5","CR200Series_LP_Weather","CR200X","No_SN","CR200X.Std.03","LancerParkWeatherStation.CR2","42693","Table2"
"TIMESTAMP","RECORD","BattV_Min","SlrkW_Avg","SlrkW_Std","SlrkW","SlrMJ_Tot","WS_ms_Avg","WS_ms_Std","WS_ms","WindDir","WS_ms_S_WVT","WindDir_D1_WVT","WindDir_SD1_WVT"
"TS","RN","Volts","kW/m^2","kW/m^2","kW/m^2","MJ/m^2","meters/sec","meters/sec","meters/sec","degrees","meters/sec","meters/sec","meters/sec"
"","","Min","Avg","Std","Smp","Tot","Avg","Std","Smp","Smp","WVc","WVc","WVc"
"2019-12-27 23:30:00",99104,13.08937,3.815631E-05,0.0001257809,0,3.434068E-05,0.003157778,0.01340218,0.02286667,191.0456,0.003157778,190.2957,0.1936638
"2019-12-27 23:45:00",99105,13.08937,2.289378E-05,0.0001232868,0,2.06044E-05,0,0,0,195.5015,0,0,0
"2019-12-28 00:00:00",99106,13.08098,2.543754E-05,7.715587E-05,0,2.289379E-05,0,0,0,193.6463,0,0,0
"2019-12-28 00:15:00",99107,13.07762,7.631267E-06,4.109563E-05,0,6.868141E-06,0.04921778,0.1219126,0,193.9151,0.04921778,193.6474,0.7269025
"2019-12-28 00:30:00",99108,13.08098,5.850635E-05,0.0001621032,0.0003052502,5.265572E-05,0.2252911,0.2701245,0.1927333,187.708,0.2252911,188.2331,0.5663964
"2019-12-28 00:45:00",99109,13.07846,3.815631E-05,0.0001257809,0,3.434068E-05,0,0,0,188.835,0,0,0
"2019-12-28 01:00:00",99110,13.06922,7.885638E-05,0.0002014069,0,7.097075E-05,0.05041556,0.1126619,0,194.2792,0.05041556,194.4968,0.2358196
"2019-12-28 01:15:00",99111,13.06503,2.035004E-05,0.0001095883,0,1.831504E-05,0,0,0,191.6611,0,0,0
"2019-12-28 01:30:00",99112,13.06419,5.087508E-05,0.0001397908,0,4.578758E-05,0.02656889,0.07558521,0,191.8583,0.02656889,191.5419,0.02702783
"2019-12-28 01:45:00",99113,13.06335,0,0,0,0,0,0,0,191.8237,0,0,0
"2019-12-28 02:00:00",99114,13.05243,1.780627E-05,6.734943E-05,0,1.602565E-05,0.3558489,0.201632,0,188.4189,0.3558489,188.9111,2.349747
"2019-12-28 02:15:00",99115,13.05076,7.122511E-05,0.0001929903,0,6.410261E-05,0.2335667,0.3202597,0,192.7556,0.2335667,189.2859,0.7792438
"2019-12-28 02:30:00",99116,13.04572,6.105011E-05,0.0002079665,0,5.49451E-05,0,0,0,180.7879,0,0,0
"2019-12-28 02:45:00",99117,13.03648,3.815631E-05,0.0001257809,0,3.434068E-05,0.1115022,0.1655693,0.4540666,188.1068,0.1115022,187.1177,2.567364
"2019-12-28 03:00:00",99118,13.03061,0,0,0,0,0.05684,0.1370742,0,188.4167,0.05684,188.8084,0.5643462
"2019-12-28 03:15:00",99119,13.02977,6.359386E-05,0.0002104563,0,5.723447E-05,0.007295555,0.02991196,0,188.3625,0.007295555,187.6809,0.1674344
"2019-12-28 03:30:00",99120,13.03061,5.087508E-05,0.0001872729,0.0009920642,4.578758E-05,0,0,0,188.4449,0,0,0
"2019-12-28 03:45:00",99121,13.02557,3.815631E-05,0.0001257809,0,3.434068E-05,0,0,0,186.2126,0,0,0
"2019-12-28 04:00:00",99122,13.02054,8.903141E-05,0.0002086034,0,8.012828E-05,0.1674711,0.2137291,0.4932666,186.7956,0.1674711,189.6924,1.33075
