DATE,TIMESTAMP,RECORD.x,BattV_Avg,BattV,BP_mmHg_Avg,BP_mmHg_Std,BP_mmHg,Rain_mm_Tot,AirTC_Avg,AirTC_Std,AirTC,RH,RH_Min,RH_TMn,RH_Max,RH_TMx,RECORD.y,BattV_Min,SlrkW_Avg,SlrkW_Std,SlrkW,SlrMJ_Tot,WS_ms_Avg,WS_ms_Std,WS_ms,WindDir,WS_ms_S_WVT,WindDir_D1_WVT,WindDir_SD1_WVT
1990-07-03,1990-07-03 11:00:00,130795,13.00883,13.00207,644.4964,0.9319571,645.0884,0,NAN,NAN,NAN,75.488,75.488,1990-07-03 10:50:30,75.488,1990-07-03 10:50:30,87195,12.99703,1.780627e-05,6.734943e-05,0,1.602565e-05,2.298318,0.6519482,1.688867,193.8479,2.298318,192.095,1.905176
1990-07-03,1990-07-03 11:30:00,130798,12.9525,12.94834,641.7753,1.947693,647.1444,0,NAN,NAN,NAN,75.488,75.488,1990-07-03 11:20:30,75.488,1990-07-03 11:20:30,87197,12.93827,1.526253e-05,5.710717e-05,0,1.373628e-05,2.020107,0.5509117,1.394867,186.7371,2.020107,191.5908,2.354745
1990-07-03,1990-07-03 12:00:00,130801,12.91229,12.91309,642.5819,1.436486,641.6609,0,NAN,NAN,NAN,75.488,75.488,1990-07-03 11:50:30,75.488,1990-07-03 11:50:30,87199,12.90134,3.815631e-05,0.0001257809,0,3.434068e-05,2.320531,0.8063505,3.0478,194.2315,2.320531,191.8936,2.019684
1990-07-03,1990-07-03 12:30:00,130804,12.88627,12.87531,643.6644,1.166097,642.9362,0,NAN,NAN,NAN,75.488,75.488,1990-07-03 12:20:30,75.488,1990-07-03 12:20:30,87201,12.87447,4.833134e-05,0.0001557518,0.000228938,4.349821e-05,2.024789,0.6141469,1.437333,189.9685,2.024789,192.9847,2.139661
1990-07-03,1990-07-03 13:00:00,130807,12.86205,12.85265,642.1335,0.457078,642.1257,0,NAN,NAN,NAN,75.488,75.488,1990-07-03 12:50:30,75.488,1990-07-03 12:50:30,87203,12.84929,1.017501e-05,5.479408e-05,0,9.157507e-06,2.083698,0.6332525,2.1952,191.9645,2.083698,192.1519,1.55698
1990-07-03,1990-07-03 13:30:00,130810,12.84312,12.84425,642.1862,1.108823,642.1463,0,NAN,NAN,NAN,75.488,75.488,1990-07-03 13:20:30,75.488,1990-07-03 13:20:30,87205,12.8325,7.122512e-05,0.0001878938,0.0003052502,6.410261e-05,2.309533,0.6291251,1.878333,191.1756,2.309533,192.5925,2.004306
1990-07-03,1990-07-03 14:00:00,130813,12.82428,12.82579,642.5082,1.145082,642.3958,0,NAN,NAN,NAN,75.488,75.488,1990-07-03 13:50:30,75.488,1990-07-03 13:50:30,87207,12.81487,4.324384e-05,0.000125678,0,3.891946e-05,1.471415,0.4575656,2.316067,194.3572,1.471415,191.602,2.734628
1990-07-03,1990-07-03 14:30:00,130816,12.80728,12.81152,642.494,1.164443,642.3638,0,NAN,NAN,NAN,75.488,75.488,1990-07-03 14:20:30,75.488,1990-07-03 14:20:30,87209,12.79641,3.052507e-05,7.782396e-05,0,2.747256e-05,1.707378,0.5133237,1.966533,187.9421,1.707378,192.2874,2.306116
1990-07-03,1990-07-03 15:00:00,130819,12.79473,12.79389,642.7767,1.306102,641.9883,0,NAN,NAN,NAN,75.488,75.488,1990-07-03 14:50:30,75.488,1990-07-03 14:50:30,87211,12.78465,2.79813e-05,0.0001157059,0,2.518318e-05,2.072591,0.4682808,2.064533,194.3572,2.072591,192.7279,1.837261
1990-07-03,1990-07-03 15:30:00,130822,12.78008,12.7687,642.7925,1.215273,641.9883,0,NAN,NAN,NAN,75.488,75.488,1990-07-03 15:20:30,75.488,1990-07-03 15:20:30,87213,12.76619,6.359384e-05,0.0001408284,0,5.723447e-05,2.204346,0.5632061,1.113933,193.6984,2.204346,192.3405,2.2749
