Date/Time, Site, Station, Sensor, Value
2018-01-12 01:01:10,Hull Springs Farm,Dock,Pressure Transducer(corrected),34.19
2018-01-12 01:01:24,Hull Springs Farm,Dock,Pressure Transducer(corrected),31.99
2018-01-12 02:01:29,Hull Springs Farm,Dock,Pressure Transducer(corrected),31.2
2018-01-12 02:01:33,Hull Springs Farm,Dock,Pressure Transducer(corrected),30.59
2018-01-12 02:01:38,Hull Springs Farm,Dock,Pressure Transducer(corrected),29.91
2018-01-12 02:01:43,Hull Springs Farm,Dock,Pressure Transducer(corrected),29.4
2018-01-12 02:01:47,Hull Springs Farm,Dock,Pressure Transducer(corrected),28.51
2018-01-12 03:01:52,Hull Springs Farm,Dock,Pressure Transducer(corrected),27.75
2018-01-12 03:01:56,Hull Springs Farm,Dock,Pressure Transducer(corrected),27.36
2018-01-12 03:01:01,Hull Springs Farm,Dock,Pressure Transducer(corrected),27
2018-01-12 03:01:05,Hull Springs Farm,Dock,Pressure Transducer(corrected),26.52
2018-01-12 03:01:10,Hull Springs Farm,Dock,Pressure Transducer(corrected),26.2
2018-01-12 04:01:20,Hull Springs Farm,Dock,Pressure Transducer(corrected),25.86
2018-01-12 04:01:24,Hull Springs Farm,Dock,Pressure Transducer(corrected),25.22
2018-01-12 04:01:29,Hull Springs Farm,Dock,Pressure Transducer(corrected),25.37
2018-01-12 04:01:33,Hull Springs Farm,Dock,Pressure Transducer(corrected),25.6
2018-01-12 04:01:38,Hull Springs Farm,Dock,Pressure Transducer(corrected),25.48
2018-01-12 05:01:43,Hull Springs Farm,Dock,Pressure Transducer(corrected),25.9
2018-01-12 05:01:48,Hull Springs Farm,Dock,Pressure Transducer(corrected),26.62
2018-01-12 05:01:52,Hull Springs Farm,Dock,Pressure Transducer(corrected),26.75
2018-01-12 05:01:57,Hull Springs Farm,Dock,Pressure Transducer(corrected),27.51
2018-01-12 05:01:01,Hull Springs Farm,Dock,Pressure Transducer(corrected),28.01
2018-01-12 06:01:06,Hull Springs Farm,Dock,Pressure Transducer(corrected),28.7
2018-01-12 06:01:11,Hull Springs Farm,Dock,Pressure Transducer(corrected),29.52
2018-01-12 06:01:15,Hull Springs Farm,Dock,Pressure Transducer(corrected),30.16
2018-01-12 06:01:20,Hull Springs Farm,Dock,Pressure Transducer(corrected),30.64
2018-01-12 06:01:25,Hull Springs Farm,Dock,Pressure Transducer(corrected),31.42
2018-01-12 06:01:29,Hull Springs Farm,Dock,Pressure Transducer(corrected),32.93
2018-01-12 07:01:34,Hull Springs Farm,Dock,Pressure Transducer(corrected),33.52
2018-01-12 07:01:39,Hull Springs Farm,Dock,Pressure Transducer(corrected),33.94
2018-01-12 07:01:43,Hull Springs Farm,Dock,Pressure Transducer(corrected),34.99
2018-01-12 07:01:48,Hull Springs Farm,Dock,Pressure Transducer(corrected),35.97
2018-01-12 07:01:52,Hull Springs Farm,Dock,Pressure Transducer(corrected),36.84
2018-01-12 08:01:06,Hull Springs Farm,Dock,Pressure Transducer(corrected),39.62
2018-01-12 08:01:11,Hull Springs Farm,Dock,Pressure Transducer(corrected),40.36
2018-01-12 08:01:15,Hull Springs Farm,Dock,Pressure Transducer(corrected),40.41
2018-01-12 08:01:20,Hull Springs Farm,Dock,Pressure Transducer(corrected),41.53
2018-01-12 09:01:25,Hull Springs Farm,Dock,Pressure Transducer(corrected),42.63
2018-01-12 09:01:29,Hull Springs Farm,Dock,Pressure Transducer(corrected),42.55
2018-01-12 09:01:34,Hull Springs Farm,Dock,Pressure Transducer(corrected),43.14
2018-01-12 09:01:41,Hull Springs Farm,Dock,Pressure Transducer(corrected),43.99
2018-01-12 09:01:43,Hull Springs Farm,Dock,Pressure Transducer(corrected),44.81
2018-01-12 10:01:52,Hull Springs Farm,Dock,Pressure Transducer(corrected),44.87
2018-01-12 10:01:57,Hull Springs Farm,Dock,Pressure Transducer(corrected),45.77
2018-01-12 10:01:11,Hull Springs Farm,Dock,Pressure Transducer(corrected),45.93
2018-01-12 11:01:16,Hull Springs Farm,Dock,Pressure Transducer(corrected),45.33
2018-01-12 11:01:20,Hull Springs Farm,Dock,Pressure Transducer(corrected),45.71
2018-01-12 11:01:25,Hull Springs Farm,Dock,Pressure Transducer(corrected),45.41
2018-01-12 11:01:30,Hull Springs Farm,Dock,Pressure Transducer(corrected),45.41
2018-01-12 11:01:34,Hull Springs Farm,Dock,Pressure Transducer(corrected),44.86
2018-01-12 12:01:39,Hull Springs Farm,Dock,Pressure Transducer(corrected),44.26
2018-01-12 12:01:43,Hull Springs Farm,Dock,Pressure Transducer(corrected),44.08
2018-01-12 12:01:48,Hull Springs Farm,Dock,Pressure Transducer(corrected),43.74
2018-01-12 12:01:53,Hull Springs Farm,Dock,Pressure Transducer(corrected),43.3
2018-01-12 12:01:57,Hull Springs Farm,Dock,Pressure Transducer(corrected),42.37
2018-01-12 13:01:02,Hull Springs Farm,Dock,Pressure Transducer(corrected),41.52
2018-01-12 13:01:07,Hull Springs Farm,Dock,Pressure Transducer(corrected),41.34
2018-01-12 13:01:16,Hull Springs Farm,Dock,Pressure Transducer(corrected),39.84
2018-01-12 13:01:21,Hull Springs Farm,Dock,Pressure Transducer(corrected),38.96
2018-01-12 14:01:30,Hull Springs Farm,Dock,Pressure Transducer(corrected),37.84
2018-01-12 14:01:37,Hull Springs Farm,Dock,Pressure Transducer(corrected),37.13
2018-01-12 14:01:39,Hull Springs Farm,Dock,Pressure Transducer(corrected),36.2
2018-01-12 14:01:44,Hull Springs Farm,Dock,Pressure Transducer(corrected),35.33
2018-01-12 14:01:49,Hull Springs Farm,Dock,Pressure Transducer(corrected),34.77
2018-01-12 15:01:53,Hull Springs Farm,Dock,Pressure Transducer(corrected),34.45
2018-01-12 15:01:02,Hull Springs Farm,Dock,Pressure Transducer(corrected),33.65
2018-01-12 15:01:07,Hull Springs Farm,Dock,Pressure Transducer(corrected),33.09
2018-01-12 15:01:11,Hull Springs Farm,Dock,Pressure Transducer(corrected),31.67
2018-01-12 15:01:17,Hull Springs Farm,Dock,Pressure Transducer(corrected),32.06
2018-01-12 16:01:22,Hull Springs Farm,Dock,Pressure Transducer(corrected),32.02
2018-01-12 16:01:25,Hull Springs Farm,Dock,Pressure Transducer(corrected),31.92
2018-01-12 16:01:30,Hull Springs Farm,Dock,Pressure Transducer(corrected),31.79
2018-01-12 16:01:35,Hull Springs Farm,Dock,Pressure Transducer(corrected),30.79
2018-01-12 16:01:39,Hull Springs Farm,Dock,Pressure Transducer(corrected),30.92
2018-01-12 17:01:43,Hull Springs Farm,Dock,Pressure Transducer(corrected),31.49
2018-01-12 18:01:07,Hull Springs Farm,Dock,Pressure Transducer(corrected),32.3
2018-01-12 18:01:16,Hull Springs Farm,Dock,Pressure Transducer(corrected),32.93
2018-01-12 18:01:25,Hull Springs Farm,Dock,Pressure Transducer(corrected),33.99
2018-01-12 18:01:30,Hull Springs Farm,Dock,Pressure Transducer(corrected),35.05
2018-01-12 19:01:35,Hull Springs Farm,Dock,Pressure Transducer(corrected),35.2
2018-01-12 19:01:39,Hull Springs Farm,Dock,Pressure Transducer(corrected),35.45
2018-01-12 19:01:48,Hull Springs Farm,Dock,Pressure Transducer(corrected),37.47
2018-01-12 19:01:53,Hull Springs Farm,Dock,Pressure Transducer(corrected),38.74
2018-01-12 20:01:57,Hull Springs Farm,Dock,Pressure Transducer(corrected),39.01
2018-01-12 20:01:02,Hull Springs Farm,Dock,Pressure Transducer(corrected),39.63
2018-01-12 20:01:06,Hull Springs Farm,Dock,Pressure Transducer(corrected),40.88
2018-01-12 20:01:12,Hull Springs Farm,Dock,Pressure Transducer(corrected),41.46
2018-01-12 20:01:16,Hull Springs Farm,Dock,Pressure Transducer(corrected),42.28
2018-01-12 20:01:21,Hull Springs Farm,Dock,Pressure Transducer(corrected),43.15
2018-01-12 21:01:25,Hull Springs Farm,Dock,Pressure Transducer(corrected),43.4
2018-01-12 21:01:30,Hull Springs Farm,Dock,Pressure Transducer(corrected),44.54
2018-01-12 21:01:34,Hull Springs Farm,Dock,Pressure Transducer(corrected),44.78
2018-01-12 21:01:39,Hull Springs Farm,Dock,Pressure Transducer(corrected),45.72
2018-01-12 22:01:48,Hull Springs Farm,Dock,Pressure Transducer(corrected),45.95
2018-01-12 22:01:53,Hull Springs Farm,Dock,Pressure Transducer(corrected),47.06
2018-01-12 22:01:58,Hull Springs Farm,Dock,Pressure Transducer(corrected),47.58
2018-01-12 22:01:02,Hull Springs Farm,Dock,Pressure Transducer(corrected),47.06
2018-01-12 22:01:07,Hull Springs Farm,Dock,Pressure Transducer(corrected),47.99
2018-01-12 22:01:11,Hull Springs Farm,Dock,Pressure Transducer(corrected),48.07
2018-01-12 23:01:16,Hull Springs Farm,Dock,Pressure Transducer(corrected),47.95
2018-01-12 23:01:21,Hull Springs Farm,Dock,Pressure Transducer(corrected),48.27
2018-01-12 23:01:30,Hull Springs Farm,Dock,Pressure Transducer(corrected),47.83
2018-01-12 23:01:35,Hull Springs Farm,Dock,Pressure Transducer(corrected),47.96
2018-01-13 00:01:39,Hull Springs Farm,Dock,Pressure Transducer(corrected),47.45
2018-01-13 00:01:44,Hull Springs Farm,Dock,Pressure Transducer(corrected),45.55
2018-01-13 00:01:48,Hull Springs Farm,Dock,Pressure Transducer(corrected),45.17
2018-01-13 01:01:25,Hull Springs Farm,Dock,Pressure Transducer(corrected),39.96
2018-01-13 02:01:34,Hull Springs Farm,Dock,Pressure Transducer(corrected),40.88
2018-01-13 02:01:39,Hull Springs Farm,Dock,Pressure Transducer(corrected),39.24
2018-01-13 03:01:53,Hull Springs Farm,Dock,Pressure Transducer(corrected),37.1
2018-01-13 03:01:11,Hull Springs Farm,Dock,Pressure Transducer(corrected),34.06
2018-01-13 04:01:25,Hull Springs Farm,Dock,Pressure Transducer(corrected),32.55
2018-01-13 04:01:29,Hull Springs Farm,Dock,Pressure Transducer(corrected),32.13
2018-01-13 04:01:38,Hull Springs Farm,Dock,Pressure Transducer(corrected),30.91
2018-01-13 05:01:43,Hull Springs Farm,Dock,Pressure Transducer(corrected),31.29
2018-01-13 05:01:48,Hull Springs Farm,Dock,Pressure Transducer(corrected),31.29
2018-01-13 05:01:52,Hull Springs Farm,Dock,Pressure Transducer(corrected),30.53
2018-01-13 05:01:57,Hull Springs Farm,Dock,Pressure Transducer(corrected),33.56
2018-01-13 05:01:01,Hull Springs Farm,Dock,Pressure Transducer(corrected),33.67
2018-01-13 06:01:06,Hull Springs Farm,Dock,Pressure Transducer(corrected),33.19
2018-01-13 06:01:11,Hull Springs Farm,Dock,Pressure Transducer(corrected),34.64
2018-01-13 06:01:20,Hull Springs Farm,Dock,Pressure Transducer(corrected),33.44
2018-01-13 08:01:09,Hull Springs Farm,Dock,Pressure Transducer(corrected),40.76
2018-01-13 08:01:18,Hull Springs Farm,Dock,Pressure Transducer(corrected),40.91
2018-01-13 09:01:37,Hull Springs Farm,Dock,Pressure Transducer(corrected),42.53
2018-01-13 09:01:41,Hull Springs Farm,Dock,Pressure Transducer(corrected),42.02
2018-01-13 10:01:50,Hull Springs Farm,Dock,Pressure Transducer(corrected),43.22
2018-01-13 10:01:55,Hull Springs Farm,Dock,Pressure Transducer(corrected),42.9
2018-01-13 10:01:04,Hull Springs Farm,Dock,Pressure Transducer(corrected),43.4
2018-01-13 11:01:13,Hull Springs Farm,Dock,Pressure Transducer(corrected),44.59
2018-01-13 11:01:18,Hull Springs Farm,Dock,Pressure Transducer(corrected),45.53
2018-01-13 11:01:22,Hull Springs Farm,Dock,Pressure Transducer(corrected),44.87
2018-01-13 11:01:27,Hull Springs Farm,Dock,Pressure Transducer(corrected),44.08
2018-01-13 11:01:31,Hull Springs Farm,Dock,Pressure Transducer(corrected),44.16
2018-01-13 12:01:35,Hull Springs Farm,Dock,Pressure Transducer(corrected),44.07
2018-01-13 12:01:40,Hull Springs Farm,Dock,Pressure Transducer(corrected),44.17
2018-01-13 12:01:44,Hull Springs Farm,Dock,Pressure Transducer(corrected),43.36
2018-01-13 12:01:49,Hull Springs Farm,Dock,Pressure Transducer(corrected),42.67
2018-01-13 12:01:54,Hull Springs Farm,Dock,Pressure Transducer(corrected),44.27
2018-01-13 13:01:03,Hull Springs Farm,Dock,Pressure Transducer(corrected),43.06
2018-01-13 13:01:07,Hull Springs Farm,Dock,Pressure Transducer(corrected),43.27
2018-01-13 13:01:12,Hull Springs Farm,Dock,Pressure Transducer(corrected),41.51
2018-01-13 14:01:26,Hull Springs Farm,Dock,Pressure Transducer(corrected),38.25
2018-01-13 14:01:30,Hull Springs Farm,Dock,Pressure Transducer(corrected),37.98
2018-01-13 14:01:35,Hull Springs Farm,Dock,Pressure Transducer(corrected),38.08
2018-01-13 15:01:48,Hull Springs Farm,Dock,Pressure Transducer(corrected),35.59
2018-01-13 15:01:53,Hull Springs Farm,Dock,Pressure Transducer(corrected),34.34
2018-01-13 15:01:59,Hull Springs Farm,Dock,Pressure Transducer(corrected),34.34
2018-01-13 15:01:02,Hull Springs Farm,Dock,Pressure Transducer(corrected),33.46
2018-01-13 15:01:06,Hull Springs Farm,Dock,Pressure Transducer(corrected),31.66
2018-01-13 15:01:11,Hull Springs Farm,Dock,Pressure Transducer(corrected),30.82
2018-01-13 16:01:15,Hull Springs Farm,Dock,Pressure Transducer(corrected),30.08
2018-01-13 16:01:20,Hull Springs Farm,Dock,Pressure Transducer(corrected),29.5
2018-01-13 16:01:25,Hull Springs Farm,Dock,Pressure Transducer(corrected),29.36
2018-01-13 16:01:29,Hull Springs Farm,Dock,Pressure Transducer(corrected),27.5
2018-01-13 16:01:33,Hull Springs Farm,Dock,Pressure Transducer(corrected),26.84
2018-01-13 17:01:38,Hull Springs Farm,Dock,Pressure Transducer(corrected),27
2018-01-13 17:01:43,Hull Springs Farm,Dock,Pressure Transducer(corrected),26.48
2018-01-13 17:01:54,Hull Springs Farm,Dock,Pressure Transducer(corrected),24.72
2018-01-13 17:01:57,Hull Springs Farm,Dock,Pressure Transducer(corrected),24.73
2018-01-13 18:01:01,Hull Springs Farm,Dock,Pressure Transducer(corrected),24.6
2018-01-13 18:01:05,Hull Springs Farm,Dock,Pressure Transducer(corrected),23.71
2018-01-13 18:01:09,Hull Springs Farm,Dock,Pressure Transducer(corrected),22.52
2018-01-13 18:01:14,Hull Springs Farm,Dock,Pressure Transducer(corrected),21.94
2018-01-13 18:01:19,Hull Springs Farm,Dock,Pressure Transducer(corrected),22.02
2018-01-13 18:01:23,Hull Springs Farm,Dock,Pressure Transducer(corrected),22.33
2018-01-13 19:01:28,Hull Springs Farm,Dock,Pressure Transducer(corrected),21.71
2018-01-13 19:01:37,Hull Springs Farm,Dock,Pressure Transducer(corrected),21.57
2018-01-13 19:01:41,Hull Springs Farm,Dock,Pressure Transducer(corrected),22.5
2018-01-13 19:01:46,Hull Springs Farm,Dock,Pressure Transducer(corrected),23.6
2018-01-13 20:01:50,Hull Springs Farm,Dock,Pressure Transducer(corrected),23.6
2018-01-13 20:01:55,Hull Springs Farm,Dock,Pressure Transducer(corrected),23.34
2018-01-13 20:01:59,Hull Springs Farm,Dock,Pressure Transducer(corrected),23.6
2018-01-13 20:01:04,Hull Springs Farm,Dock,Pressure Transducer(corrected),24.74
2018-01-13 20:01:08,Hull Springs Farm,Dock,Pressure Transducer(corrected),25.23
2018-01-13 20:01:13,Hull Springs Farm,Dock,Pressure Transducer(corrected),25.23
2018-01-13 21:01:18,Hull Springs Farm,Dock,Pressure Transducer(corrected),25.48
2018-01-13 21:01:30,Hull Springs Farm,Dock,Pressure Transducer(corrected),27.19
2018-01-13 21:01:35,Hull Springs Farm,Dock,Pressure Transducer(corrected),27.8
2018-01-13 22:01:39,Hull Springs Farm,Dock,Pressure Transducer(corrected),28.16
2018-01-13 22:01:44,Hull Springs Farm,Dock,Pressure Transducer(corrected),28.46
2018-01-13 22:01:48,Hull Springs Farm,Dock,Pressure Transducer(corrected),28.48
2018-01-13 22:01:53,Hull Springs Farm,Dock,Pressure Transducer(corrected),28.54
2018-01-13 22:01:57,Hull Springs Farm,Dock,Pressure Transducer(corrected),28.76
2018-01-13 22:01:02,Hull Springs Farm,Dock,Pressure Transducer(corrected),28.76
2018-01-13 23:01:06,Hull Springs Farm,Dock,Pressure Transducer(corrected),28.89
2018-01-13 23:01:11,Hull Springs Farm,Dock,Pressure Transducer(corrected),28.27
2018-01-13 23:01:19,Hull Springs Farm,Dock,Pressure Transducer(corrected),29.38
2018-01-14 00:01:29,Hull Springs Farm,Dock,Pressure Transducer(corrected),28.9
2018-01-14 00:01:15,Hull Springs Farm,Dock,Pressure Transducer(corrected),28.44
2018-01-14 00:01:38,Hull Springs Farm,Dock,Pressure Transducer(corrected),28.76
2018-01-14 00:01:42,Hull Springs Farm,Dock,Pressure Transducer(corrected),28.42
2018-01-14 00:01:47,Hull Springs Farm,Dock,Pressure Transducer(corrected),28.03
2018-01-14 01:01:51,Hull Springs Farm,Dock,Pressure Transducer(corrected),27.66
2018-01-14 01:01:56,Hull Springs Farm,Dock,Pressure Transducer(corrected),27.14
2018-01-14 01:01:04,Hull Springs Farm,Dock,Pressure Transducer(corrected),26.88
2018-01-14 01:01:09,Hull Springs Farm,Dock,Pressure Transducer(corrected),26.26
2018-01-14 01:01:13,Hull Springs Farm,Dock,Pressure Transducer(corrected),26
2018-01-14 02:01:18,Hull Springs Farm,Dock,Pressure Transducer(corrected),25.59
2018-01-14 02:01:22,Hull Springs Farm,Dock,Pressure Transducer(corrected),24.6
2018-01-14 02:01:27,Hull Springs Farm,Dock,Pressure Transducer(corrected),24.36
2018-01-14 02:01:31,Hull Springs Farm,Dock,Pressure Transducer(corrected),24.35
2018-01-14 02:01:36,Hull Springs Farm,Dock,Pressure Transducer(corrected),22.89
2018-01-14 03:01:40,Hull Springs Farm,Dock,Pressure Transducer(corrected),21.96
2018-01-14 03:01:45,Hull Springs Farm,Dock,Pressure Transducer(corrected),21.32
2018-01-14 03:01:49,Hull Springs Farm,Dock,Pressure Transducer(corrected),20.69
2018-01-14 03:01:54,Hull Springs Farm,Dock,Pressure Transducer(corrected),20.34
2018-01-14 03:01:58,Hull Springs Farm,Dock,Pressure Transducer(corrected),19.73
2018-01-14 03:01:02,Hull Springs Farm,Dock,Pressure Transducer(corrected),18.3
2018-01-14 04:01:07,Hull Springs Farm,Dock,Pressure Transducer(corrected),18.03
2018-01-14 04:01:11,Hull Springs Farm,Dock,Pressure Transducer(corrected),17.67
2018-01-14 04:01:16,Hull Springs Farm,Dock,Pressure Transducer(corrected),17.16
2018-01-14 04:01:25,Hull Springs Farm,Dock,Pressure Transducer(corrected),15.65
2018-01-14 05:01:31,Hull Springs Farm,Dock,Pressure Transducer(corrected),15.24
2018-01-14 05:01:34,Hull Springs Farm,Dock,Pressure Transducer(corrected),14.89
2018-01-14 05:01:38,Hull Springs Farm,Dock,Pressure Transducer(corrected),14.77
2018-01-14 05:01:42,Hull Springs Farm,Dock,Pressure Transducer(corrected),14.51
2018-01-14 05:01:47,Hull Springs Farm,Dock,Pressure Transducer(corrected),14.14
2018-01-14 05:01:52,Hull Springs Farm,Dock,Pressure Transducer(corrected),13.72
2018-01-14 06:01:05,Hull Springs Farm,Dock,Pressure Transducer(corrected),13.64
2018-01-14 06:01:09,Hull Springs Farm,Dock,Pressure Transducer(corrected),13.65
2018-01-14 06:01:14,Hull Springs Farm,Dock,Pressure Transducer(corrected),13.45
2018-01-14 07:01:23,Hull Springs Farm,Dock,Pressure Transducer(corrected),13.63
2018-01-14 07:01:27,Hull Springs Farm,Dock,Pressure Transducer(corrected),13.63
2018-01-14 07:01:31,Hull Springs Farm,Dock,Pressure Transducer(corrected),14.18
2018-01-14 07:01:36,Hull Springs Farm,Dock,Pressure Transducer(corrected),14.47
2018-01-14 08:01:41,Hull Springs Farm,Dock,Pressure Transducer(corrected),14.85
2018-01-14 08:01:45,Hull Springs Farm,Dock,Pressure Transducer(corrected),15.75
2018-01-14 08:01:49,Hull Springs Farm,Dock,Pressure Transducer(corrected),16.49
2018-01-14 08:01:54,Hull Springs Farm,Dock,Pressure Transducer(corrected),17.2
2018-01-14 08:01:03,Hull Springs Farm,Dock,Pressure Transducer(corrected),18.71
2018-01-14 09:01:12,Hull Springs Farm,Dock,Pressure Transducer(corrected),19.98
2018-01-14 09:01:16,Hull Springs Farm,Dock,Pressure Transducer(corrected),20.98
2018-01-14 09:01:20,Hull Springs Farm,Dock,Pressure Transducer(corrected),21.42
2018-01-14 09:01:25,Hull Springs Farm,Dock,Pressure Transducer(corrected),21.77
2018-01-14 10:01:30,Hull Springs Farm,Dock,Pressure Transducer(corrected),22.93
2018-01-14 10:01:34,Hull Springs Farm,Dock,Pressure Transducer(corrected),23.6
2018-01-14 10:01:39,Hull Springs Farm,Dock,Pressure Transducer(corrected),23.79
2018-01-14 10:01:48,Hull Springs Farm,Dock,Pressure Transducer(corrected),25.31
2018-01-14 10:01:52,Hull Springs Farm,Dock,Pressure Transducer(corrected),25.72
2018-01-14 11:01:57,Hull Springs Farm,Dock,Pressure Transducer(corrected),26.42
2018-01-14 11:01:01,Hull Springs Farm,Dock,Pressure Transducer(corrected),27.06
2018-01-14 11:01:06,Hull Springs Farm,Dock,Pressure Transducer(corrected),27.7
2018-01-14 11:01:15,Hull Springs Farm,Dock,Pressure Transducer(corrected),28.19
2018-01-14 12:01:19,Hull Springs Farm,Dock,Pressure Transducer(corrected),28.53
2018-01-14 12:01:24,Hull Springs Farm,Dock,Pressure Transducer(corrected),28.6
2018-01-14 12:01:32,Hull Springs Farm,Dock,Pressure Transducer(corrected),29.07
2018-01-14 12:01:37,Hull Springs Farm,Dock,Pressure Transducer(corrected),29.15
2018-01-14 13:01:41,Hull Springs Farm,Dock,Pressure Transducer(corrected),29.4
2018-01-14 13:01:51,Hull Springs Farm,Dock,Pressure Transducer(corrected),29.11
2018-01-14 13:01:55,Hull Springs Farm,Dock,Pressure Transducer(corrected),28.89
2018-01-14 13:01:59,Hull Springs Farm,Dock,Pressure Transducer(corrected),28.7
2018-01-14 13:01:04,Hull Springs Farm,Dock,Pressure Transducer(corrected),28.57
2018-01-14 14:01:09,Hull Springs Farm,Dock,Pressure Transducer(corrected),27.92
2018-01-14 14:01:13,Hull Springs Farm,Dock,Pressure Transducer(corrected),27.68
2018-01-14 14:01:17,Hull Springs Farm,Dock,Pressure Transducer(corrected),27.19
2018-01-14 14:01:22,Hull Springs Farm,Dock,Pressure Transducer(corrected),26.81
2018-01-14 14:01:26,Hull Springs Farm,Dock,Pressure Transducer(corrected),26.28
2018-01-14 15:01:31,Hull Springs Farm,Dock,Pressure Transducer(corrected),25.77
2018-01-14 15:01:35,Hull Springs Farm,Dock,Pressure Transducer(corrected),25.02
2018-01-14 15:01:40,Hull Springs Farm,Dock,Pressure Transducer(corrected),24.29
2018-01-14 15:01:49,Hull Springs Farm,Dock,Pressure Transducer(corrected),22.64
2018-01-14 15:01:54,Hull Springs Farm,Dock,Pressure Transducer(corrected),22.31
2018-01-14 16:01:58,Hull Springs Farm,Dock,Pressure Transducer(corrected),21.37
2018-01-14 16:01:02,Hull Springs Farm,Dock,Pressure Transducer(corrected),20.48
2018-01-14 16:01:07,Hull Springs Farm,Dock,Pressure Transducer(corrected),19.83
2018-01-14 16:01:11,Hull Springs Farm,Dock,Pressure Transducer(corrected),19.54
2018-01-14 16:01:16,Hull Springs Farm,Dock,Pressure Transducer(corrected),18.55
2018-01-14 17:01:20,Hull Springs Farm,Dock,Pressure Transducer(corrected),17.94
2018-01-14 17:01:30,Hull Springs Farm,Dock,Pressure Transducer(corrected),16.66
2018-01-14 17:01:34,Hull Springs Farm,Dock,Pressure Transducer(corrected),16.15
2018-01-14 18:01:56,Hull Springs Farm,Dock,Pressure Transducer(corrected),14.5
2018-01-14 18:01:01,Hull Springs Farm,Dock,Pressure Transducer(corrected),14.39
2018-01-14 19:01:10,Hull Springs Farm,Dock,Pressure Transducer(corrected),14.41
2018-01-14 19:01:14,Hull Springs Farm,Dock,Pressure Transducer(corrected),14.76
2018-01-14 19:01:19,Hull Springs Farm,Dock,Pressure Transducer(corrected),14.63
2018-01-14 19:01:23,Hull Springs Farm,Dock,Pressure Transducer(corrected),14.5
2018-01-14 19:01:28,Hull Springs Farm,Dock,Pressure Transducer(corrected),14.52
2018-01-14 20:01:32,Hull Springs Farm,Dock,Pressure Transducer(corrected),14.76
2018-01-14 20:01:37,Hull Springs Farm,Dock,Pressure Transducer(corrected),16.28
2018-01-14 20:01:41,Hull Springs Farm,Dock,Pressure Transducer(corrected),16.94
2018-01-14 20:01:46,Hull Springs Farm,Dock,Pressure Transducer(corrected),16.65
2018-01-14 20:01:50,Hull Springs Farm,Dock,Pressure Transducer(corrected),17.05
2018-01-14 20:01:54,Hull Springs Farm,Dock,Pressure Transducer(corrected),19.43
2018-01-14 21:01:59,Hull Springs Farm,Dock,Pressure Transducer(corrected),20.46
2018-01-14 21:01:03,Hull Springs Farm,Dock,Pressure Transducer(corrected),20.06
2018-01-14 21:01:07,Hull Springs Farm,Dock,Pressure Transducer(corrected),20.57
2018-01-14 21:01:12,Hull Springs Farm,Dock,Pressure Transducer(corrected),22.46
2018-01-14 22:01:21,Hull Springs Farm,Dock,Pressure Transducer(corrected),23.98
2018-01-14 22:01:26,Hull Springs Farm,Dock,Pressure Transducer(corrected),24.6
2018-01-14 22:01:30,Hull Springs Farm,Dock,Pressure Transducer(corrected),25.49
2018-01-14 22:01:35,Hull Springs Farm,Dock,Pressure Transducer(corrected),26.5
2018-01-14 22:01:39,Hull Springs Farm,Dock,Pressure Transducer(corrected),27.38
2018-01-14 22:01:44,Hull Springs Farm,Dock,Pressure Transducer(corrected),27.52
2018-01-14 23:01:48,Hull Springs Farm,Dock,Pressure Transducer(corrected),28.27
2018-01-14 23:01:52,Hull Springs Farm,Dock,Pressure Transducer(corrected),29.27
2018-01-14 23:01:57,Hull Springs Farm,Dock,Pressure Transducer(corrected),29.77
2018-01-14 23:01:01,Hull Springs Farm,Dock,Pressure Transducer(corrected),30.66
2018-01-14 23:01:06,Hull Springs Farm,Dock,Pressure Transducer(corrected),31.04
2018-01-15 00:01:10,Hull Springs Farm,Dock,Pressure Transducer(corrected),31.32
2018-01-15 00:01:15,Hull Springs Farm,Dock,Pressure Transducer(corrected),31.66
2018-01-15 00:01:19,Hull Springs Farm,Dock,Pressure Transducer(corrected),31.78
2018-01-15 00:01:24,Hull Springs Farm,Dock,Pressure Transducer(corrected),32.3
2018-01-15 00:01:28,Hull Springs Farm,Dock,Pressure Transducer(corrected),32.56
2018-01-15 01:01:37,Hull Springs Farm,Dock,Pressure Transducer(corrected),32.68
2018-01-15 01:01:41,Hull Springs Farm,Dock,Pressure Transducer(corrected),32.88
2018-01-15 01:01:46,Hull Springs Farm,Dock,Pressure Transducer(corrected),32.93
2018-01-15 01:01:50,Hull Springs Farm,Dock,Pressure Transducer(corrected),32.81
2018-01-15 01:01:55,Hull Springs Farm,Dock,Pressure Transducer(corrected),32.42
2018-01-15 02:01:00,Hull Springs Farm,Dock,Pressure Transducer(corrected),32.19
2018-01-15 02:01:31,Hull Springs Farm,Dock,Pressure Transducer(corrected),31.92
2018-01-15 02:01:08,Hull Springs Farm,Dock,Pressure Transducer(corrected),31.29
2018-01-15 02:01:13,Hull Springs Farm,Dock,Pressure Transducer(corrected),30.56
2018-01-15 02:01:17,Hull Springs Farm,Dock,Pressure Transducer(corrected),30.22
2018-01-15 03:01:22,Hull Springs Farm,Dock,Pressure Transducer(corrected),29.65
2018-01-15 03:01:26,Hull Springs Farm,Dock,Pressure Transducer(corrected),28.88
2018-01-15 03:01:30,Hull Springs Farm,Dock,Pressure Transducer(corrected),28.29
