Date/Time, Site, Station, Sensor, Value
2017-12-12 14:12:43,Hull Springs Farm,Dock,Pressure Transducer(corrected),37.18
2017-12-12 14:12:48,Hull Springs Farm,Dock,Pressure Transducer(corrected),37.53
2017-12-12 14:12:52,Hull Springs Farm,Dock,Pressure Transducer(corrected),36.96
2017-12-12 14:12:57,Hull Springs Farm,Dock,Pressure Transducer(corrected),36.33
2017-12-12 14:12:01,Hull Springs Farm,Dock,Pressure Transducer(corrected),36.13
2017-12-12 15:12:06,Hull Springs Farm,Dock,Pressure Transducer(corrected),35.61
2017-12-12 15:12:15,Hull Springs Farm,Dock,Pressure Transducer(corrected),35.34
2017-12-12 15:12:19,Hull Springs Farm,Dock,Pressure Transducer(corrected),34.57
2017-12-12 15:12:24,Hull Springs Farm,Dock,Pressure Transducer(corrected),35.23
2017-12-12 15:12:29,Hull Springs Farm,Dock,Pressure Transducer(corrected),35.21
2017-12-12 16:12:33,Hull Springs Farm,Dock,Pressure Transducer(corrected),34.69
2017-12-12 16:12:38,Hull Springs Farm,Dock,Pressure Transducer(corrected),34.97
2017-12-12 16:12:47,Hull Springs Farm,Dock,Pressure Transducer(corrected),35.33
2017-12-12 17:12:56,Hull Springs Farm,Dock,Pressure Transducer(corrected),34.41
2017-12-12 17:12:00,Hull Springs Farm,Dock,Pressure Transducer(corrected),35.83
2017-12-12 17:12:05,Hull Springs Farm,Dock,Pressure Transducer(corrected),37.68
2017-12-12 17:12:10,Hull Springs Farm,Dock,Pressure Transducer(corrected),36.95
2017-12-12 17:12:14,Hull Springs Farm,Dock,Pressure Transducer(corrected),36.72
2017-12-12 17:12:18,Hull Springs Farm,Dock,Pressure Transducer(corrected),39.02
2017-12-12 18:12:23,Hull Springs Farm,Dock,Pressure Transducer(corrected),40.69
2017-12-15 14:12:06,Hull Springs Farm,Dock,Pressure Transducer(corrected),37.47
2017-12-15 14:12:10,Hull Springs Farm,Dock,Pressure Transducer(corrected),37.22
2017-12-15 14:12:15,Hull Springs Farm,Dock,Pressure Transducer(corrected),36.48
2017-12-15 14:12:19,Hull Springs Farm,Dock,Pressure Transducer(corrected),35.3
2017-12-15 15:12:24,Hull Springs Farm,Dock,Pressure Transducer(corrected),35.2
2017-12-15 15:12:29,Hull Springs Farm,Dock,Pressure Transducer(corrected),34.45
2017-12-15 15:12:31,Hull Springs Farm,Dock,Pressure Transducer(corrected),34.05
2017-12-15 15:12:35,Hull Springs Farm,Dock,Pressure Transducer(corrected),32.04
2017-12-15 16:12:37,Hull Springs Farm,Dock,Pressure Transducer(corrected),32.02
2017-12-15 16:12:38,Hull Springs Farm,Dock,Pressure Transducer(corrected),31.16
2017-12-15 16:12:44,Hull Springs Farm,Dock,Pressure Transducer(corrected),28.9
2017-12-15 16:12:45,Hull Springs Farm,Dock,Pressure Transducer(corrected),28.71
2017-12-15 17:12:46,Hull Springs Farm,Dock,Pressure Transducer(corrected),28.09
2017-12-15 17:12:48,Hull Springs Farm,Dock,Pressure Transducer(corrected),27.43
2017-12-15 17:12:50,Hull Springs Farm,Dock,Pressure Transducer(corrected),26.68
2017-12-15 17:12:51,Hull Springs Farm,Dock,Pressure Transducer(corrected),27.04
2017-12-15 17:12:53,Hull Springs Farm,Dock,Pressure Transducer(corrected),26.44
2017-12-15 17:12:55,Hull Springs Farm,Dock,Pressure Transducer(corrected),25.9
2017-12-15 18:12:56,Hull Springs Farm,Dock,Pressure Transducer(corrected),26.19
2017-12-15 18:12:58,Hull Springs Farm,Dock,Pressure Transducer(corrected),25.89
2017-12-15 18:12:00,Hull Springs Farm,Dock,Pressure Transducer(corrected),25.29
2017-12-15 18:12:02,Hull Springs Farm,Dock,Pressure Transducer(corrected),25.79
2017-12-15 18:12:03,Hull Springs Farm,Dock,Pressure Transducer(corrected),25.94
2017-12-15 18:12:05,Hull Springs Farm,Dock,Pressure Transducer(corrected),25.32
2017-12-15 19:12:06,Hull Springs Farm,Dock,Pressure Transducer(corrected),25.73
2017-12-15 19:12:11,Hull Springs Farm,Dock,Pressure Transducer(corrected),26.18
2017-12-15 19:12:13,Hull Springs Farm,Dock,Pressure Transducer(corrected),26.77
2017-12-15 19:12:14,Hull Springs Farm,Dock,Pressure Transducer(corrected),26.97
2017-12-15 20:12:16,Hull Springs Farm,Dock,Pressure Transducer(corrected),26.84
2017-12-15 20:12:17,Hull Springs Farm,Dock,Pressure Transducer(corrected),27.43
2017-12-15 20:12:20,Hull Springs Farm,Dock,Pressure Transducer(corrected),28.54
2017-12-15 21:12:25,Hull Springs Farm,Dock,Pressure Transducer(corrected),31.17
2017-12-15 21:12:27,Hull Springs Farm,Dock,Pressure Transducer(corrected),31.55
2017-12-15 21:12:29,Hull Springs Farm,Dock,Pressure Transducer(corrected),32.06
2017-12-15 21:12:30,Hull Springs Farm,Dock,Pressure Transducer(corrected),32.62
2017-12-15 21:12:32,Hull Springs Farm,Dock,Pressure Transducer(corrected),33.18
2017-12-15 21:12:33,Hull Springs Farm,Dock,Pressure Transducer(corrected),33.61
2017-12-15 22:12:34,Hull Springs Farm,Dock,Pressure Transducer(corrected),34.31
2017-12-15 22:12:37,Hull Springs Farm,Dock,Pressure Transducer(corrected),34.75
2017-12-15 22:12:38,Hull Springs Farm,Dock,Pressure Transducer(corrected),34.88
2017-12-15 22:12:39,Hull Springs Farm,Dock,Pressure Transducer(corrected),35.63
2017-12-15 22:12:41,Hull Springs Farm,Dock,Pressure Transducer(corrected),36.23
2017-12-15 22:12:43,Hull Springs Farm,Dock,Pressure Transducer(corrected),36.2
2017-12-15 23:12:45,Hull Springs Farm,Dock,Pressure Transducer(corrected),36.4
2017-12-15 23:12:46,Hull Springs Farm,Dock,Pressure Transducer(corrected),36.51
2017-12-15 23:12:47,Hull Springs Farm,Dock,Pressure Transducer(corrected),36.32
2017-12-15 23:12:51,Hull Springs Farm,Dock,Pressure Transducer(corrected),36.81
2017-12-15 23:12:52,Hull Springs Farm,Dock,Pressure Transducer(corrected),36.86
2017-12-16 00:12:54,Hull Springs Farm,Dock,Pressure Transducer(corrected),36.97
2017-12-16 00:12:56,Hull Springs Farm,Dock,Pressure Transducer(corrected),37.1
2017-12-16 00:12:57,Hull Springs Farm,Dock,Pressure Transducer(corrected),36.89
2017-12-16 00:12:59,Hull Springs Farm,Dock,Pressure Transducer(corrected),37.26
2017-12-16 00:12:00,Hull Springs Farm,Dock,Pressure Transducer(corrected),37.26
2017-12-16 00:12:02,Hull Springs Farm,Dock,Pressure Transducer(corrected),36.74
2017-12-16 01:12:03,Hull Springs Farm,Dock,Pressure Transducer(corrected),36.54
2017-12-16 01:12:05,Hull Springs Farm,Dock,Pressure Transducer(corrected),36.19
2017-12-16 01:12:07,Hull Springs Farm,Dock,Pressure Transducer(corrected),35.99
2017-12-16 01:12:08,Hull Springs Farm,Dock,Pressure Transducer(corrected),35.74
2017-12-16 01:12:10,Hull Springs Farm,Dock,Pressure Transducer(corrected),35.08
2017-12-16 01:12:11,Hull Springs Farm,Dock,Pressure Transducer(corrected),34.1
2017-12-16 02:12:18,Hull Springs Farm,Dock,Pressure Transducer(corrected),31.51
2017-12-16 02:12:19,Hull Springs Farm,Dock,Pressure Transducer(corrected),31.23
2017-12-16 02:12:21,Hull Springs Farm,Dock,Pressure Transducer(corrected),30.85
2017-12-16 03:12:22,Hull Springs Farm,Dock,Pressure Transducer(corrected),29.83
2017-12-16 03:12:24,Hull Springs Farm,Dock,Pressure Transducer(corrected),29.29
2017-12-16 03:12:25,Hull Springs Farm,Dock,Pressure Transducer(corrected),28.45
2017-12-16 03:12:27,Hull Springs Farm,Dock,Pressure Transducer(corrected),27.69
2017-12-16 03:12:29,Hull Springs Farm,Dock,Pressure Transducer(corrected),27.21
2017-12-16 04:12:32,Hull Springs Farm,Dock,Pressure Transducer(corrected),26.09
2017-12-16 04:12:34,Hull Springs Farm,Dock,Pressure Transducer(corrected),25.3
2017-12-16 04:12:35,Hull Springs Farm,Dock,Pressure Transducer(corrected),24.85
2017-12-16 04:12:38,Hull Springs Farm,Dock,Pressure Transducer(corrected),23.99
2017-12-16 04:12:40,Hull Springs Farm,Dock,Pressure Transducer(corrected),23.23
2017-12-16 05:12:41,Hull Springs Farm,Dock,Pressure Transducer(corrected),22.73
2017-12-16 05:12:43,Hull Springs Farm,Dock,Pressure Transducer(corrected),22.43
2017-12-16 05:12:45,Hull Springs Farm,Dock,Pressure Transducer(corrected),22.15
2017-12-16 05:12:46,Hull Springs Farm,Dock,Pressure Transducer(corrected),21.47
2017-12-16 05:12:48,Hull Springs Farm,Dock,Pressure Transducer(corrected),21.34
2017-12-16 05:12:49,Hull Springs Farm,Dock,Pressure Transducer(corrected),21.39
2017-12-16 06:12:51,Hull Springs Farm,Dock,Pressure Transducer(corrected),21.28
2017-12-16 06:12:52,Hull Springs Farm,Dock,Pressure Transducer(corrected),20.84
2017-12-16 06:12:54,Hull Springs Farm,Dock,Pressure Transducer(corrected),20.76
2017-12-16 06:12:56,Hull Springs Farm,Dock,Pressure Transducer(corrected),21.27
2017-12-16 06:12:57,Hull Springs Farm,Dock,Pressure Transducer(corrected),21.5
2017-12-16 06:12:59,Hull Springs Farm,Dock,Pressure Transducer(corrected),21.37
2017-12-16 07:12:00,Hull Springs Farm,Dock,Pressure Transducer(corrected),21.79
2017-12-16 07:12:02,Hull Springs Farm,Dock,Pressure Transducer(corrected),22.23
2017-12-16 07:12:04,Hull Springs Farm,Dock,Pressure Transducer(corrected),22.34
2017-12-16 07:12:05,Hull Springs Farm,Dock,Pressure Transducer(corrected),23.03
2017-12-16 07:12:07,Hull Springs Farm,Dock,Pressure Transducer(corrected),24.11
2017-12-16 07:12:09,Hull Springs Farm,Dock,Pressure Transducer(corrected),24.4
2017-12-16 08:12:10,Hull Springs Farm,Dock,Pressure Transducer(corrected),24.57
2017-12-16 08:12:12,Hull Springs Farm,Dock,Pressure Transducer(corrected),25.67
2017-12-16 08:12:14,Hull Springs Farm,Dock,Pressure Transducer(corrected),26.8
2017-12-16 08:12:15,Hull Springs Farm,Dock,Pressure Transducer(corrected),27.28
2017-12-16 08:12:16,Hull Springs Farm,Dock,Pressure Transducer(corrected),27.81
2017-12-16 08:12:18,Hull Springs Farm,Dock,Pressure Transducer(corrected),28.29
2017-12-16 09:12:20,Hull Springs Farm,Dock,Pressure Transducer(corrected),29.62
2017-12-16 09:12:21,Hull Springs Farm,Dock,Pressure Transducer(corrected),30.78
2017-12-16 09:12:23,Hull Springs Farm,Dock,Pressure Transducer(corrected),31.4
2017-12-16 09:12:24,Hull Springs Farm,Dock,Pressure Transducer(corrected),32.04
2017-12-16 09:12:27,Hull Springs Farm,Dock,Pressure Transducer(corrected),32.87
2017-12-16 09:12:28,Hull Springs Farm,Dock,Pressure Transducer(corrected),33.63
2017-12-16 10:12:29,Hull Springs Farm,Dock,Pressure Transducer(corrected),34.07
2017-12-16 10:12:31,Hull Springs Farm,Dock,Pressure Transducer(corrected),35
2017-12-16 10:12:33,Hull Springs Farm,Dock,Pressure Transducer(corrected),35.71
2017-12-16 10:12:35,Hull Springs Farm,Dock,Pressure Transducer(corrected),35.8
2017-12-16 10:12:38,Hull Springs Farm,Dock,Pressure Transducer(corrected),37.46
2017-12-16 11:12:43,Hull Springs Farm,Dock,Pressure Transducer(corrected),38.22
2017-12-16 11:12:51,Hull Springs Farm,Dock,Pressure Transducer(corrected),39.33
2017-12-16 11:12:56,Hull Springs Farm,Dock,Pressure Transducer(corrected),39.83
2017-12-16 11:12:00,Hull Springs Farm,Dock,Pressure Transducer(corrected),40.95
2017-12-16 12:12:05,Hull Springs Farm,Dock,Pressure Transducer(corrected),40.94
2017-12-16 12:12:10,Hull Springs Farm,Dock,Pressure Transducer(corrected),40.73
2017-12-16 12:12:14,Hull Springs Farm,Dock,Pressure Transducer(corrected),41.48
2017-12-16 12:12:19,Hull Springs Farm,Dock,Pressure Transducer(corrected),41.31
2017-12-16 12:12:24,Hull Springs Farm,Dock,Pressure Transducer(corrected),41.5
2017-12-16 12:12:28,Hull Springs Farm,Dock,Pressure Transducer(corrected),41.99
2017-12-16 13:12:33,Hull Springs Farm,Dock,Pressure Transducer(corrected),41.43
2017-12-16 13:12:37,Hull Springs Farm,Dock,Pressure Transducer(corrected),41.72
2017-12-16 13:12:42,Hull Springs Farm,Dock,Pressure Transducer(corrected),41.64
2017-12-16 13:12:46,Hull Springs Farm,Dock,Pressure Transducer(corrected),41.11
2017-12-16 13:12:51,Hull Springs Farm,Dock,Pressure Transducer(corrected),41.16
2017-12-16 14:12:00,Hull Springs Farm,Dock,Pressure Transducer(corrected),39.89
2017-12-16 14:12:04,Hull Springs Farm,Dock,Pressure Transducer(corrected),39.92
2017-12-16 14:12:09,Hull Springs Farm,Dock,Pressure Transducer(corrected),39.04
2017-12-16 14:12:14,Hull Springs Farm,Dock,Pressure Transducer(corrected),38.4
2017-12-16 15:12:23,Hull Springs Farm,Dock,Pressure Transducer(corrected),37.04
2017-12-16 15:12:27,Hull Springs Farm,Dock,Pressure Transducer(corrected),36.41
2017-12-16 15:12:37,Hull Springs Farm,Dock,Pressure Transducer(corrected),34.78
2017-12-16 15:12:41,Hull Springs Farm,Dock,Pressure Transducer(corrected),34.32
2017-12-16 16:12:46,Hull Springs Farm,Dock,Pressure Transducer(corrected),32.71
2017-12-16 16:12:50,Hull Springs Farm,Dock,Pressure Transducer(corrected),32.07
2017-12-16 16:12:55,Hull Springs Farm,Dock,Pressure Transducer(corrected),31.75
2017-12-16 16:12:59,Hull Springs Farm,Dock,Pressure Transducer(corrected),30.64
2017-12-16 16:12:04,Hull Springs Farm,Dock,Pressure Transducer(corrected),30.14
2017-12-16 17:12:08,Hull Springs Farm,Dock,Pressure Transducer(corrected),29.53
2017-12-16 17:12:17,Hull Springs Farm,Dock,Pressure Transducer(corrected),28.39
2017-12-16 17:12:22,Hull Springs Farm,Dock,Pressure Transducer(corrected),28.14
2017-12-16 17:12:26,Hull Springs Farm,Dock,Pressure Transducer(corrected),27
2017-12-16 17:12:31,Hull Springs Farm,Dock,Pressure Transducer(corrected),26.47
2017-12-16 18:12:37,Hull Springs Farm,Dock,Pressure Transducer(corrected),26.27
2017-12-16 18:12:40,Hull Springs Farm,Dock,Pressure Transducer(corrected),26.23
2017-12-16 18:12:45,Hull Springs Farm,Dock,Pressure Transducer(corrected),25.74
2017-12-16 18:12:49,Hull Springs Farm,Dock,Pressure Transducer(corrected),25.23
2017-12-16 19:12:58,Hull Springs Farm,Dock,Pressure Transducer(corrected),24.98
2017-12-16 19:12:03,Hull Springs Farm,Dock,Pressure Transducer(corrected),24.98
2017-12-16 19:12:07,Hull Springs Farm,Dock,Pressure Transducer(corrected),24.47
2017-12-16 19:12:12,Hull Springs Farm,Dock,Pressure Transducer(corrected),24.48
2017-12-16 19:12:16,Hull Springs Farm,Dock,Pressure Transducer(corrected),24.52
2017-12-16 19:12:21,Hull Springs Farm,Dock,Pressure Transducer(corrected),24.72
2017-12-16 20:12:25,Hull Springs Farm,Dock,Pressure Transducer(corrected),24.96
2017-12-16 20:12:30,Hull Springs Farm,Dock,Pressure Transducer(corrected),24.98
2017-12-16 20:12:34,Hull Springs Farm,Dock,Pressure Transducer(corrected),25.41
2017-12-16 20:12:38,Hull Springs Farm,Dock,Pressure Transducer(corrected),25.99
2017-12-16 20:12:43,Hull Springs Farm,Dock,Pressure Transducer(corrected),26.64
2017-12-16 21:12:48,Hull Springs Farm,Dock,Pressure Transducer(corrected),27.25
2017-12-16 21:12:52,Hull Springs Farm,Dock,Pressure Transducer(corrected),27.78
2017-12-16 21:12:57,Hull Springs Farm,Dock,Pressure Transducer(corrected),28.9
2017-12-16 21:12:01,Hull Springs Farm,Dock,Pressure Transducer(corrected),29.78
2017-12-16 21:12:06,Hull Springs Farm,Dock,Pressure Transducer(corrected),30.54
2017-12-16 21:12:10,Hull Springs Farm,Dock,Pressure Transducer(corrected),31.54
2017-12-16 22:12:15,Hull Springs Farm,Dock,Pressure Transducer(corrected),32.3
2017-12-16 22:12:19,Hull Springs Farm,Dock,Pressure Transducer(corrected),32.92
2017-12-16 22:12:24,Hull Springs Farm,Dock,Pressure Transducer(corrected),33.82
2017-12-16 22:12:29,Hull Springs Farm,Dock,Pressure Transducer(corrected),34.43
2017-12-16 22:12:33,Hull Springs Farm,Dock,Pressure Transducer(corrected),34.95
2017-12-16 23:12:37,Hull Springs Farm,Dock,Pressure Transducer(corrected),35.72
2017-12-16 23:12:42,Hull Springs Farm,Dock,Pressure Transducer(corrected),36.34
2017-12-16 23:12:46,Hull Springs Farm,Dock,Pressure Transducer(corrected),36.83
2017-12-16 23:12:51,Hull Springs Farm,Dock,Pressure Transducer(corrected),37.22
2017-12-16 23:12:55,Hull Springs Farm,Dock,Pressure Transducer(corrected),37.72
2017-12-17 00:12:00,Hull Springs Farm,Dock,Pressure Transducer(corrected),37.98
2017-12-17 00:12:05,Hull Springs Farm,Dock,Pressure Transducer(corrected),38.22
2017-12-17 00:12:09,Hull Springs Farm,Dock,Pressure Transducer(corrected),38.48
2017-12-17 00:12:13,Hull Springs Farm,Dock,Pressure Transducer(corrected),38.86
2017-12-17 00:12:18,Hull Springs Farm,Dock,Pressure Transducer(corrected),38.78
2017-12-17 00:12:22,Hull Springs Farm,Dock,Pressure Transducer(corrected),38.96
2017-12-17 01:12:27,Hull Springs Farm,Dock,Pressure Transducer(corrected),38.93
2017-12-17 01:12:31,Hull Springs Farm,Dock,Pressure Transducer(corrected),38.76
2017-12-17 01:12:36,Hull Springs Farm,Dock,Pressure Transducer(corrected),38.81
2017-12-17 01:12:45,Hull Springs Farm,Dock,Pressure Transducer(corrected),37.97
2017-12-17 02:12:54,Hull Springs Farm,Dock,Pressure Transducer(corrected),37.76
2017-12-17 02:12:58,Hull Springs Farm,Dock,Pressure Transducer(corrected),36.54
2017-12-17 02:12:03,Hull Springs Farm,Dock,Pressure Transducer(corrected),36.35
2017-12-17 02:12:07,Hull Springs Farm,Dock,Pressure Transducer(corrected),36.09
2017-12-17 02:12:12,Hull Springs Farm,Dock,Pressure Transducer(corrected),35.07
2017-12-17 03:12:16,Hull Springs Farm,Dock,Pressure Transducer(corrected),34.45
2017-12-17 03:12:21,Hull Springs Farm,Dock,Pressure Transducer(corrected),33.61
2017-12-17 03:12:25,Hull Springs Farm,Dock,Pressure Transducer(corrected),32.93
2017-12-17 03:12:30,Hull Springs Farm,Dock,Pressure Transducer(corrected),32.17
2017-12-17 03:12:34,Hull Springs Farm,Dock,Pressure Transducer(corrected),31.17
2017-12-17 04:12:39,Hull Springs Farm,Dock,Pressure Transducer(corrected),30.79
2017-12-17 04:12:44,Hull Springs Farm,Dock,Pressure Transducer(corrected),29.61
2017-12-17 04:12:47,Hull Springs Farm,Dock,Pressure Transducer(corrected),28.76
2017-12-17 04:12:52,Hull Springs Farm,Dock,Pressure Transducer(corrected),28.26
2017-12-17 04:12:57,Hull Springs Farm,Dock,Pressure Transducer(corrected),27.13
2017-12-17 05:12:01,Hull Springs Farm,Dock,Pressure Transducer(corrected),26.12
2017-12-17 05:12:06,Hull Springs Farm,Dock,Pressure Transducer(corrected),25.74
2017-12-17 05:12:10,Hull Springs Farm,Dock,Pressure Transducer(corrected),24.98
2017-12-17 05:12:18,Hull Springs Farm,Dock,Pressure Transducer(corrected),23.88
2017-12-17 05:12:19,Hull Springs Farm,Dock,Pressure Transducer(corrected),23.59
2017-12-17 05:12:23,Hull Springs Farm,Dock,Pressure Transducer(corrected),22.98
2017-12-17 06:12:28,Hull Springs Farm,Dock,Pressure Transducer(corrected),22.27
2017-12-17 06:12:32,Hull Springs Farm,Dock,Pressure Transducer(corrected),21.71
2017-12-17 06:12:37,Hull Springs Farm,Dock,Pressure Transducer(corrected),21.33
2017-12-17 06:12:41,Hull Springs Farm,Dock,Pressure Transducer(corrected),20.85
2017-12-17 06:12:46,Hull Springs Farm,Dock,Pressure Transducer(corrected),20.57
2017-12-17 07:12:50,Hull Springs Farm,Dock,Pressure Transducer(corrected),20.19
2017-12-17 07:12:55,Hull Springs Farm,Dock,Pressure Transducer(corrected),20.09
2017-12-17 07:12:59,Hull Springs Farm,Dock,Pressure Transducer(corrected),19.7
2017-12-17 07:12:04,Hull Springs Farm,Dock,Pressure Transducer(corrected),19.44
2017-12-17 07:12:08,Hull Springs Farm,Dock,Pressure Transducer(corrected),19.8
2017-12-17 07:12:13,Hull Springs Farm,Dock,Pressure Transducer(corrected),19.57
2017-12-17 08:12:18,Hull Springs Farm,Dock,Pressure Transducer(corrected),19.56
2017-12-17 08:12:22,Hull Springs Farm,Dock,Pressure Transducer(corrected),19.97
2017-12-17 08:12:26,Hull Springs Farm,Dock,Pressure Transducer(corrected),20.16
2017-12-17 08:12:31,Hull Springs Farm,Dock,Pressure Transducer(corrected),20.93
2017-12-17 08:12:35,Hull Springs Farm,Dock,Pressure Transducer(corrected),21.37
2017-12-17 09:12:40,Hull Springs Farm,Dock,Pressure Transducer(corrected),21.61
2017-12-17 09:12:44,Hull Springs Farm,Dock,Pressure Transducer(corrected),22.5
2017-12-17 09:12:54,Hull Springs Farm,Dock,Pressure Transducer(corrected),24.26
2017-12-17 09:12:58,Hull Springs Farm,Dock,Pressure Transducer(corrected),25.05
2017-12-17 09:12:02,Hull Springs Farm,Dock,Pressure Transducer(corrected),25.95
2017-12-17 10:12:12,Hull Springs Farm,Dock,Pressure Transducer(corrected),26.01
2017-12-17 10:12:11,Hull Springs Farm,Dock,Pressure Transducer(corrected),27.11
2017-12-17 10:12:16,Hull Springs Farm,Dock,Pressure Transducer(corrected),28.65
2017-12-17 10:12:20,Hull Springs Farm,Dock,Pressure Transducer(corrected),28.7
2017-12-17 10:12:25,Hull Springs Farm,Dock,Pressure Transducer(corrected),29.42
2017-12-17 11:12:29,Hull Springs Farm,Dock,Pressure Transducer(corrected),30.63
2017-12-17 11:12:34,Hull Springs Farm,Dock,Pressure Transducer(corrected),31.32
2017-12-17 11:12:39,Hull Springs Farm,Dock,Pressure Transducer(corrected),31.68
2017-12-17 11:12:43,Hull Springs Farm,Dock,Pressure Transducer(corrected),32.6
2017-12-17 11:12:48,Hull Springs Farm,Dock,Pressure Transducer(corrected),32.91
2017-12-17 12:12:52,Hull Springs Farm,Dock,Pressure Transducer(corrected),33.81
2017-12-17 12:12:57,Hull Springs Farm,Dock,Pressure Transducer(corrected),34.29
2017-12-17 12:12:02,Hull Springs Farm,Dock,Pressure Transducer(corrected),34.74
2017-12-17 12:12:06,Hull Springs Farm,Dock,Pressure Transducer(corrected),35.45
2017-12-17 12:12:11,Hull Springs Farm,Dock,Pressure Transducer(corrected),35.6
2017-12-17 12:12:15,Hull Springs Farm,Dock,Pressure Transducer(corrected),36.29
2017-12-17 13:12:20,Hull Springs Farm,Dock,Pressure Transducer(corrected),36.44
2017-12-17 13:12:25,Hull Springs Farm,Dock,Pressure Transducer(corrected),36.3
2017-12-17 13:12:29,Hull Springs Farm,Dock,Pressure Transducer(corrected),36.86
2017-12-17 13:12:33,Hull Springs Farm,Dock,Pressure Transducer(corrected),36.74
2017-12-17 14:12:42,Hull Springs Farm,Dock,Pressure Transducer(corrected),36.89
2017-12-17 14:12:52,Hull Springs Farm,Dock,Pressure Transducer(corrected),36.5
2017-12-17 14:12:56,Hull Springs Farm,Dock,Pressure Transducer(corrected),35.98
2017-12-17 14:12:01,Hull Springs Farm,Dock,Pressure Transducer(corrected),35.23
2017-12-17 14:12:05,Hull Springs Farm,Dock,Pressure Transducer(corrected),35.67
2017-12-17 15:12:11,Hull Springs Farm,Dock,Pressure Transducer(corrected),33.86
2017-12-17 15:12:14,Hull Springs Farm,Dock,Pressure Transducer(corrected),33.22
2017-12-17 15:12:19,Hull Springs Farm,Dock,Pressure Transducer(corrected),33.47
2017-12-17 15:12:24,Hull Springs Farm,Dock,Pressure Transducer(corrected),31.56
2017-12-17 15:12:28,Hull Springs Farm,Dock,Pressure Transducer(corrected),31.06
2017-12-17 16:12:33,Hull Springs Farm,Dock,Pressure Transducer(corrected),30.28
2017-12-17 16:12:37,Hull Springs Farm,Dock,Pressure Transducer(corrected),29.02
2017-12-17 16:12:42,Hull Springs Farm,Dock,Pressure Transducer(corrected),28.52
2017-12-17 16:12:46,Hull Springs Farm,Dock,Pressure Transducer(corrected),27.39
2017-12-17 16:12:51,Hull Springs Farm,Dock,Pressure Transducer(corrected),26.64
2017-12-17 16:12:55,Hull Springs Farm,Dock,Pressure Transducer(corrected),25.74
2017-12-17 17:12:05,Hull Springs Farm,Dock,Pressure Transducer(corrected),24.23
2017-12-17 17:12:09,Hull Springs Farm,Dock,Pressure Transducer(corrected),23.47
2017-12-17 17:12:13,Hull Springs Farm,Dock,Pressure Transducer(corrected),22.58
2017-12-17 17:12:18,Hull Springs Farm,Dock,Pressure Transducer(corrected),21.36
2017-12-17 18:12:23,Hull Springs Farm,Dock,Pressure Transducer(corrected),21.58
2017-12-17 18:12:27,Hull Springs Farm,Dock,Pressure Transducer(corrected),20.82
2017-12-17 18:12:32,Hull Springs Farm,Dock,Pressure Transducer(corrected),19.28
2017-12-17 18:12:36,Hull Springs Farm,Dock,Pressure Transducer(corrected),19.32
2017-12-17 18:12:41,Hull Springs Farm,Dock,Pressure Transducer(corrected),18.94
2017-12-17 19:12:45,Hull Springs Farm,Dock,Pressure Transducer(corrected),18.18
2017-12-17 19:12:50,Hull Springs Farm,Dock,Pressure Transducer(corrected),17.92
2017-12-17 19:12:54,Hull Springs Farm,Dock,Pressure Transducer(corrected),17.41
2017-12-17 19:12:59,Hull Springs Farm,Dock,Pressure Transducer(corrected),17.42
2017-12-17 19:12:08,Hull Springs Farm,Dock,Pressure Transducer(corrected),16.66
2017-12-17 20:12:12,Hull Springs Farm,Dock,Pressure Transducer(corrected),16.4
2017-12-17 20:12:17,Hull Springs Farm,Dock,Pressure Transducer(corrected),17.55
2017-12-17 20:12:22,Hull Springs Farm,Dock,Pressure Transducer(corrected),17.15
2017-12-17 20:12:26,Hull Springs Farm,Dock,Pressure Transducer(corrected),16.91
2017-12-17 20:12:30,Hull Springs Farm,Dock,Pressure Transducer(corrected),18.04
2017-12-17 21:12:35,Hull Springs Farm,Dock,Pressure Transducer(corrected),18.17
2017-12-17 21:12:40,Hull Springs Farm,Dock,Pressure Transducer(corrected),19.32
2017-12-17 21:12:45,Hull Springs Farm,Dock,Pressure Transducer(corrected),20.95
2017-12-17 21:12:50,Hull Springs Farm,Dock,Pressure Transducer(corrected),20.94
2017-12-17 21:12:53,Hull Springs Farm,Dock,Pressure Transducer(corrected),21.83
2017-12-17 22:12:03,Hull Springs Farm,Dock,Pressure Transducer(corrected),23.85
2017-12-17 22:12:07,Hull Springs Farm,Dock,Pressure Transducer(corrected),24.99
2017-12-17 22:12:12,Hull Springs Farm,Dock,Pressure Transducer(corrected),25.97
2017-12-17 22:12:16,Hull Springs Farm,Dock,Pressure Transducer(corrected),26.5
2017-12-17 22:12:20,Hull Springs Farm,Dock,Pressure Transducer(corrected),27.69
2017-12-17 23:12:25,Hull Springs Farm,Dock,Pressure Transducer(corrected),28.76
2017-12-17 23:12:30,Hull Springs Farm,Dock,Pressure Transducer(corrected),29.47
2017-12-17 23:12:34,Hull Springs Farm,Dock,Pressure Transducer(corrected),30.29
2017-12-17 23:12:39,Hull Springs Farm,Dock,Pressure Transducer(corrected),31.05
2017-12-17 23:12:45,Hull Springs Farm,Dock,Pressure Transducer(corrected),31.42
2017-12-18 00:12:48,Hull Springs Farm,Dock,Pressure Transducer(corrected),32.55
2017-12-18 00:12:53,Hull Springs Farm,Dock,Pressure Transducer(corrected),33.19
2017-12-18 00:12:57,Hull Springs Farm,Dock,Pressure Transducer(corrected),33.44
